Time,env_temperature_(°C),env_humidity_(%),pressure_(hPa),soil_moisture_(%),plants_temp_(°C),plants_hum_(%),light_intensity_(lux),ir_(raw),current_(mA),voltage_(V),power_(W),label_1,label_2,label_3
2026-09-12 17:11:43,32.75,40.02,1021.3,49.08,32.36,45.27,157285.8,77801.0,275.4,20.96,5.77,WATER: 0.76,NOT_ABLE_TO_WATER: 0.14,ANOMALY_DETECTED: 0.10
2026-09-12 17:12:38,32.8,40.56,1021.29,49.11,32.38,46.72,157285.8,77631.0,272.8,20.96,5.72,WATER: 0.76,NOT_ABLE_TO_WATER: 0.13,ANOMALY_DETECTED: 0.10
2026-09-12 17:14:06,32.8,41.2,1021.26,49.21,32.52,47.22,157285.8,76519.0,264.92,20.95,5.55,WATER: 0.76,NOT_ABLE_TO_WATER: 0.13,ANOMALY_DETECTED: 0.10
2026-09-12 17:18:06,32.86,40.13,1021.25,49.58,32.57,45.38,157285.8,75848.0,259.0,20.95,5.43,WATER: 0.92,OK: 0.05,NOT_ABLE_TO_WATER: 0.04
2026-09-12 18:25:21,32.92,100.0,744.2,96.96,30.73,50.12,0.0,0.0,221.4,20.92,4.63,FUNGI_ALERT_EXCESS_WATER: 0.86,EXCESS_WATER: 0.10,ANOMALY_DETECTED: 0.01
2026-09-12 18:27:32,32.92,100.0,744.2,96.83,30.59,49.84,0.0,0.0,205.2,20.9,4.29,FUNGI_ALERT_EXCESS_WATER: 0.86,EXCESS_WATER: 0.10,ANOMALY_DETECTED: 0.01
2026-09-12 18:30:54,32.92,100.0,744.2,96.73,30.44,50.98,0.0,0.0,182.0,20.88,3.8,FUNGI_ALERT_EXCESS_WATER: 0.86,EXCESS_WATER: 0.10,ANOMALY_DETECTED: 0.01
2026-09-12 18:33:12,32.92,100.0,744.2,89.54,30.29,50.62,0.0,0.0,183.6,20.89,3.84,FUNGI_ALERT_EXCESS_WATER: 0.86,EXCESS_WATER: 0.10,NIGHT_OK: 0.02
2026-09-12 18:36:17,32.92,100.0,744.2,89.53,29.98,51.98,0.0,0.0,187.2,20.89,3.91,FUNGI_ALERT_EXCESS_WATER: 0.87,EXCESS_WATER: 0.09,NIGHT_OK: 0.02
2026-09-12 18:42:04,32.92,100.0,744.2,89.61,29.82,52.0,0.0,0.0,179.0,20.88,3.74,FUNGI_ALERT_EXCESS_WATER: 0.87,EXCESS_WATER: 0.09,NIGHT_OK: 0.02
2026-09-12 18:42:40,32.92,100.0,744.2,89.65,29.74,52.47,0.0,0.0,178.92,20.87,3.73,FUNGI_ALERT_EXCESS_WATER: 0.85,EXCESS_WATER: 0.10,NOT_ABLE_TO_WATER: 0.02
2026-09-12 18:56:15,32.92,100.0,744.2,89.3,29.27,52.83,0.0,0.0,156.52,20.86,3.26,FUNGI_ALERT_EXCESS_WATER: 0.85,EXCESS_WATER: 0.10,NOT_ABLE_TO_WATER: 0.02
2026-09-12 19:01:19,32.92,100.0,744.2,89.17,29.09,53.19,0.0,0.0,140.8,20.84,2.93,FUNGI_ALERT_EXCESS_WATER: 0.85,EXCESS_WATER: 0.10,NOT_ABLE_TO_WATER: 0.02
2026-09-12 19:14:00,30.8,46.58,1021.33,91.15,28.5,55.65,62466.0,36606.0,104.72,20.81,2.18,EXCESS_WATER: 0.99,OK: 0.01,ANOMALY_DETECTED: 0.00
2026-09-12 19:19:07,30.61,46.27,1021.35,91.09,28.26,55.57,52980.0,32339.0,81.92,20.81,1.7,EXCESS_WATER: 0.99,OK: 0.01,ANOMALY_DETECTED: 0.00
2026-09-12 19:24:43,30.29,46.92,1021.35,91.22,28.06,55.96,40692.6,26019.0,54.0,20.76,1.12,EXCESS_WATER: 0.97,OK: 0.03,ANOMALY_DETECTED: 0.00
2026-09-12 19:27:49,30.1,46.58,1021.36,91.29,27.93,55.55,35995.8,23989.0,44.72,20.77,0.93,EXCESS_WATER: 0.97,OK: 0.03,ANOMALY_DETECTED: 0.00
2026-09-12 19:28:49,29.89,47.5,1021.37,91.17,27.88,56.57,34498.2,23343.0,42.0,20.76,0.87,EXCESS_WATER: 0.97,OK: 0.03,ANOMALY_DETECTED: 0.00
2026-09-12 19:30:00,29.71,47.49,1021.38,91.18,27.82,56.13,32337.6,22381.0,36.8,20.76,0.76,EXCESS_WATER: 0.94,ANOMALY_DETECTED: 0.03,FUNGI_ALERT_EXCESS_WATER: 0.02
2026-09-12 19:32:05,29.45,48.4,1021.39,91.22,27.68,56.4,26842.2,18921.0,25.92,20.76,0.54,EXCESS_WATER: 0.93,ANOMALY_DETECTED: 0.03,FUNGI_ALERT_EXCESS_WATER: 0.03
2026-09-12 19:39:38,29.22,49.13,1021.41,91.33,27.31,57.7,9602.4,3837.0,19.92,15.31,0.3,ANOMALY_DETECTED: 0.95,EXCESS_WATER: 0.04,FUNGI_ALERT_EXCESS_WATER: 0.01
2026-09-12 19:40:14,29.05,48.77,1021.43,91.48,27.27,57.84,9267.0,3727.0,19.0,15.3,0.29,EXCESS_WATER: 0.90,FUNGI_ALERT_EXCESS_WATER: 0.05,LOW_LIGHT: 0.03
2026-09-12 19:40:52,28.97,48.69,1021.44,91.07,27.21,57.4,8947.8,3612.0,18.2,15.3,0.28,ANOMALY_DETECTED: 0.89,EXCESS_WATER: 0.10,FUNGI_ALERT_EXCESS_WATER: 0.01
2026-09-12 19:41:45,28.87,48.93,1021.45,91.26,27.18,58.01,8535.6,3454.0,17.2,15.31,0.26,ANOMALY_DETECTED: 0.90,EXCESS_WATER: 0.09,FUNGI_ALERT_EXCESS_WATER: 0.01
2026-09-12 19:42:10,28.8,48.88,1021.46,91.14,27.2,58.62,8350.8,3386.0,16.8,15.31,0.26,ANOMALY_DETECTED: 0.93,EXCESS_WATER: 0.06,FUNGI_ALERT_EXCESS_WATER: 0.01
2026-09-12 19:43:47,28.67,49.78,1021.46,91.38,27.15,57.88,7738.8,3218.0,15.4,15.3,0.24,ANOMALY_DETECTED: 0.92,EXCESS_WATER: 0.07,FUNGI_ALERT_EXCESS_WATER: 0.01
2026-09-12 19:44:15,28.56,49.87,1021.47,91.26,27.11,58.04,7561.2,3173.0,15.0,15.3,0.23,ANOMALY_DETECTED: 0.93,EXCESS_WATER: 0.06,FUNGI_ALERT_EXCESS_WATER: 0.01
2026-09-12 19:44:44,28.48,49.55,1021.47,91.35,27.09,58.25,7379.4,3117.0,14.8,15.3,0.23,ANOMALY_DETECTED: 0.94,EXCESS_WATER: 0.04,FUNGI_ALERT_EXCESS_WATER: 0.01
2026-09-12 20:08:43,28.26,52.04,1021.5,91.5,26.3,60.93,1063.8,379.0,1.52,11.0,0.02,ANOMALY_DETECTED: 0.93,EXCESS_WATER: 0.04,FUNGI_ALERT_EXCESS_WATER: 0.03
2026-09-12 20:09:10,28.07,52.36,1021.52,91.46,26.28,61.93,1005.0,359.0,1.6,10.68,0.02,ANOMALY_DETECTED: 0.84,EXCESS_WATER: 0.12,FUNGI_ALERT_EXCESS_WATER: 0.04
2026-09-12 20:09:36,27.93,52.29,1021.53,91.53,26.27,61.44,951.6,341.0,1.72,10.37,0.02,EXCESS_WATER: 0.69,ANOMALY_DETECTED: 0.21,FUNGI_ALERT_EXCESS_WATER: 0.07
2026-09-12 20:12:02,27.85,52.12,1021.53,91.51,26.15,61.81,696.6,263.0,1.4,8.08,0.01,EXCESS_WATER: 0.71,FUNGI_ALERT_EXCESS_WATER: 0.20,ANOMALY_DETECTED: 0.04
2026-09-12 20:12:38,27.81,51.96,1021.54,91.32,26.17,61.94,641.4,247.0,1.32,7.45,0.01,ANOMALY_DETECTED: 0.79,FUNGI_ALERT_EXCESS_WATER: 0.13,EXCESS_WATER: 0.08
2026-09-12 20:13:12,27.75,51.95,1021.55,91.42,26.17,61.53,591.0,233.0,1.6,4.65,0.01,EXCESS_WATER: 0.71,FUNGI_ALERT_EXCESS_WATER: 0.20,ANOMALY_DETECTED: 0.04
2026-09-12 20:13:38,27.7,52.11,1021.55,91.47,26.14,61.93,554.4,222.0,1.52,4.65,0.01,EXCESS_WATER: 0.70,FUNGI_ALERT_EXCESS_WATER: 0.20,ANOMALY_DETECTED: 0.04
2026-09-12 20:14:03,27.66,52.1,1021.56,91.32,26.13,61.98,522.0,212.0,1.12,4.64,0.01,EXCESS_WATER: 0.71,FUNGI_ALERT_EXCESS_WATER: 0.20,ANOMALY_DETECTED: 0.04
2026-09-12 20:15:33,27.57,52.71,1021.56,91.45,26.09,61.78,418.2,180.0,1.0,4.44,0.0,EXCESS_WATER: 0.56,FUNGI_ALERT_EXCESS_WATER: 0.36,LOW_LIGHT: 0.04
2026-09-12 20:35:39,27.38,54.46,1021.59,92.68,25.59,63.87,7.8,6.0,-0.48,1.45,-0.0,FUNGI_ALERT_EXCESS_WATER: 0.97,EXCESS_WATER: 0.01,NIGHT_OK: 0.01
2026-09-12 20:55:54,27.18,55.65,1021.68,92.71,25.11,65.84,0.0,0.0,-0.2,0.37,-0.0,FUNGI_ALERT_EXCESS_WATER: 0.97,NIGHT_OK: 0.01,EXCESS_WATER: 0.01
2026-09-12 21:15:58,27.05,55.71,1021.82,92.6,24.91,66.93,0.0,0.0,-0.6,0.35,-0.0,FUNGI_ALERT_EXCESS_WATER: 0.98,NIGHT_OK: 0.01,EXCESS_WATER: 0.01
2026-09-12 21:36:02,26.97,55.81,1022.0,92.77,24.77,67.58,0.0,0.0,-0.4,0.35,-0.0,FUNGI_ALERT_EXCESS_WATER: 0.98,NIGHT_OK: 0.01,EXCESS_WATER: 0.01
2026-09-12 21:56:05,26.93,55.98,1022.18,92.61,24.75,68.08,0.0,0.0,-0.48,0.36,-0.0,FUNGI_ALERT_EXCESS_WATER: 0.98,NIGHT_OK: 0.01,EXCESS_WATER: 0.01
2026-09-12 22:16:10,26.91,56.08,1022.33,92.69,24.67,68.9,0.0,0.0,-0.28,0.34,-0.0,FUNGI_ALERT_EXCESS_WATER: 0.98,NIGHT_OK: 0.01,EXCESS_WATER: 0.01
2026-09-12 22:36:17,26.79,57.45,1022.44,92.73,24.44,69.26,0.0,0.0,-0.08,0.35,-0.0,FUNGI_ALERT_EXCESS_WATER: 0.98,NIGHT_OK: 0.01,EXCESS_WATER: 0.01
2026-09-12 22:56:20,26.52,59.87,1022.49,92.83,24.19,70.37,0.0,0.0,-0.48,0.34,-0.0,FUNGI_ALERT_EXCESS_WATER: 0.98,NIGHT_OK: 0.01,EXCESS_WATER: 0.01
2026-09-12 23:16:26,26.28,60.79,1022.51,92.83,23.94,72.34,0.0,0.0,0.0,0.35,0.0,FUNGI_ALERT_EXCESS_WATER: 0.98,NIGHT_OK: 0.01,EXCESS_WATER: 0.01
2026-09-12 23:36:30,25.94,62.78,1022.56,93.07,23.4,73.33,0.0,0.0,-0.4,0.36,-0.0,FUNGI_ALERT_EXCESS_WATER: 0.99,NIGHT_OK: 0.01,ANOMALY_DETECTED: 0.00
2026-09-12 23:56:34,25.63,63.16,1022.66,92.87,23.17,73.7,0.0,0.0,-0.28,0.36,-0.0,FUNGI_ALERT_EXCESS_WATER: 0.97,NIGHT_OK: 0.02,NOT_ABLE_TO_WATER: 0.01
2026-09-13 00:16:39,25.37,63.45,1022.75,92.96,23.13,74.24,0.0,0.0,-0.6,0.36,-0.0,FUNGI_ALERT_EXCESS_WATER: 0.97,NIGHT_OK: 0.02,NOT_ABLE_TO_WATER: 0.01
2026-09-13 00:36:43,25.18,63.19,1022.83,93.14,22.94,74.98,0.0,0.0,-0.28,0.36,-0.0,FUNGI_ALERT_EXCESS_WATER: 0.97,NIGHT_OK: 0.01,EXCESS_WATER: 0.01
2026-09-13 00:56:48,24.9,65.37,1022.91,93.14,22.65,76.34,0.0,0.0,-0.6,0.36,-0.0,FUNGI_ALERT_EXCESS_WATER: 0.96,NIGHT_OK: 0.02,EXCESS_WATER: 0.01
2026-09-13 01:16:51,24.66,65.71,1022.98,93.14,22.51,76.65,0.0,0.0,-0.28,0.36,-0.0,FUNGI_ALERT_EXCESS_WATER: 0.91,NIGHT_OK: 0.07,EXCESS_WATER: 0.01
2026-09-13 01:36:55,24.43,66.55,1023.03,93.13,22.4,76.85,0.0,0.0,-0.28,0.36,-0.0,NIGHT_OK: 0.96,FUNGI_ALERT_EXCESS_WATER: 0.02,NOT_ABLE_TO_WATER: 0.01
2026-09-13 01:57:00,24.22,67.11,1023.02,93.12,22.29,77.76,0.0,0.0,-0.48,0.36,-0.0,NIGHT_OK: 0.96,FUNGI_ALERT_EXCESS_WATER: 0.01,NOT_ABLE_TO_WATER: 0.01
2026-09-13 02:17:03,23.96,68.24,1023.02,93.21,21.93,78.71,0.0,0.0,-0.28,0.37,-0.0,NIGHT_OK: 0.96,FUNGI_ALERT_EXCESS_WATER: 0.01,NOT_ABLE_TO_WATER: 0.01
2026-09-13 02:37:07,23.76,68.59,1022.99,93.25,21.66,79.8,0.0,0.0,-0.28,0.37,-0.0,NIGHT_OK: 0.95,NOT_ABLE_TO_WATER: 0.02,FUNGI_ALERT_EXCESS_WATER: 0.01
2026-09-13 02:57:11,23.49,70.27,1022.96,93.35,21.42,80.78,0.0,0.0,-0.28,0.37,-0.0,NIGHT_OK: 0.96,NOT_ABLE_TO_WATER: 0.02,FUNGI_ALERT_EXCESS_WATER: 0.01
2026-09-13 03:17:14,23.29,70.26,1022.94,93.29,21.33,81.26,0.0,0.0,-0.28,0.37,-0.0,NIGHT_OK: 0.95,NOT_ABLE_TO_WATER: 0.02,LOW_TEMP_ALERT: 0.01
2026-09-13 03:37:18,23.15,70.18,1022.93,93.41,21.3,81.57,0.0,0.0,-0.2,0.37,-0.0,NIGHT_OK: 0.96,NOT_ABLE_TO_WATER: 0.02,FUNGI_ALERT_EXCESS_WATER: 0.01
2026-09-13 03:57:23,22.9,71.69,1022.91,93.48,21.03,82.0,0.0,0.0,-0.28,0.38,-0.0,NIGHT_OK: 0.96,NOT_ABLE_TO_WATER: 0.02,FUNGI_ALERT_EXCESS_WATER: 0.01
2026-09-13 04:17:27,22.72,71.5,1022.89,93.46,20.76,82.67,0.0,0.0,-0.08,0.38,-0.0,NIGHT_OK: 0.96,NOT_ABLE_TO_WATER: 0.02,FUNGI_ALERT_EXCESS_WATER: 0.01
2026-09-13 04:37:30,22.51,72.37,1022.88,93.53,20.6,83.29,0.0,0.0,-0.4,0.38,-0.0,NIGHT_OK: 0.96,NOT_ABLE_TO_WATER: 0.02,LOW_TEMP_ALERT: 0.01
2026-09-13 04:57:35,22.22,73.76,1022.86,93.68,20.31,83.7,0.0,0.0,-0.08,0.38,-0.0,NIGHT_OK: 0.97,NOT_ABLE_TO_WATER: 0.01,LOW_TEMP_ALERT: 0.01
2026-09-13 05:17:39,21.94,74.54,1022.86,93.61,20.04,84.9,0.0,0.0,-0.2,0.38,-0.0,NIGHT_OK: 0.97,NOT_ABLE_TO_WATER: 0.01,LOW_TEMP_ALERT: 0.01
2026-09-13 05:37:44,21.76,74.17,1022.84,93.58,20.0,84.96,0.0,0.0,-0.08,0.38,-0.0,NIGHT_OK: 0.97,NOT_ABLE_TO_WATER: 0.01,LOW_TEMP_ALERT: 0.01
2026-09-13 05:58:18,21.57,74.8,1022.81,93.59,19.88,85.04,0.0,0.0,-0.2,0.38,-0.0,NIGHT_OK: 0.97,NOT_ABLE_TO_WATER: 0.01,LOW_TEMP_ALERT: 0.01
2026-09-13 06:18:22,21.47,73.62,1022.84,93.59,19.87,84.45,0.0,0.0,-0.4,0.38,-0.0,NIGHT_OK: 0.97,NOT_ABLE_TO_WATER: 0.01,LOW_TEMP_ALERT: 0.01
2026-09-13 06:38:26,21.37,72.69,1022.89,93.7,19.96,83.32,0.0,0.0,-0.2,0.39,-0.0,NIGHT_OK: 0.96,NOT_ABLE_TO_WATER: 0.02,LOW_TEMP_ALERT: 0.01
2026-09-13 06:58:30,21.31,72.06,1022.94,93.65,20.01,82.37,1.8,0.0,-0.2,0.76,-0.0,NIGHT_OK: 0.96,NOT_ABLE_TO_WATER: 0.02,LOW_TEMP_ALERT: 0.01
2026-09-13 07:19:04,21.24,72.18,1022.97,93.62,19.86,82.34,171.0,72.0,0.0,4.15,0.0,LOW_LIGHT: 0.88,NIGHT_OK: 0.07,OK: 0.03
2026-09-13 07:39:11,21.11,73.11,1023.03,93.69,19.66,83.03,2234.4,469.0,3.72,11.02,0.04,LOW_LIGHT: 0.97,NOT_ABLE_TO_WATER: 0.01,OK: 0.01
2026-09-13 07:59:17,21.0,72.85,1023.11,93.77,19.52,83.07,5735.4,825.0,5.32,15.25,0.08,LOW_LIGHT: 0.98,OK: 0.01,NOT_ABLE_TO_WATER: 0.01
2026-09-13 08:19:55,21.0,71.49,1023.22,93.65,19.81,81.65,8502.0,1062.0,9.52,15.25,0.15,LOW_LIGHT: 0.96,NOT_ABLE_TO_WATER: 0.01,OK: 0.01
2026-09-13 08:40:00,21.07,70.41,1023.29,93.62,20.01,80.94,10347.0,1270.0,13.0,15.26,0.2,OK: 0.55,LOW_LIGHT: 0.36,NOT_ABLE_TO_VENTILATE: 0.04
2026-09-13 09:00:11,21.22,68.8,1023.37,93.59,20.34,79.8,11463.0,1384.0,15.2,15.26,0.23,OK: 0.86,LOW_LIGHT: 0.08,NOT_ABLE_TO_WATER: 0.02
2026-09-13 09:20:16,21.42,67.85,1023.46,93.46,20.76,78.28,12306.6,1529.0,17.12,15.26,0.26,OK: 0.93,LOW_LIGHT: 0.04,ANOMALY_DETECTED: 0.01
2026-09-13 09:40:19,32.92,100.0,744.2,95.72,21.23,77.26,0.0,0.0,21.6,15.26,0.33,NIGHT_OK: 0.70,LOW_LIGHT: 0.23,NOT_ABLE_TO_WATER: 0.02
2026-09-13 10:00:22,32.92,100.0,744.2,95.63,21.86,74.89,0.0,0.0,24.4,15.26,0.37,NIGHT_OK: 0.70,LOW_LIGHT: 0.23,NOT_ABLE_TO_WATER: 0.02
2026-09-13 10:20:52,32.92,100.0,744.2,94.67,22.65,72.44,0.0,0.0,27.72,15.26,0.42,NIGHT_OK: 0.70,LOW_LIGHT: 0.24,NOT_ABLE_TO_WATER: 0.02
2026-09-13 10:41:06,32.92,100.0,744.2,92.81,23.63,68.01,0.0,0.0,1.72,20.32,0.03,NIGHT_OK: 0.71,LOW_LIGHT: 0.24,NOT_ABLE_TO_WATER: 0.02
2026-09-13 11:01:12,28.46,50.39,1024.1,92.17,24.59,63.4,59398.2,27886.0,30.92,20.69,0.64,OK: 0.98,LOW_LIGHT: 0.01,LOW_TEMP_ALERT: 0.01
2026-09-13 11:21:17,28.62,44.19,1024.11,92.9,25.35,58.05,76497.0,33523.0,114.8,20.74,2.38,OK: 0.99,NOT_ABLE_TO_VENTILATE: 0.01,ANOMALY_DETECTED: 0.00
2026-09-13 11:41:25,32.92,100.0,744.2,83.53,26.11,56.05,89649.6,38198.0,149.72,20.78,3.11,OK: 0.91,WATER: 0.04,LOW_TEMP_ALERT: 0.01
2026-09-13 12:01:30,32.92,100.0,744.2,82.52,26.58,47.54,112258.2,46985.0,180.12,20.83,3.75,OK: 0.71,WATER: 0.21,NOT_ABLE_TO_WATER: 0.03
2026-09-13 12:04:48,32.92,100.0,744.2,82.14,26.72,46.91,115719.0,47993.0,181.6,20.82,3.78,WATER: 0.48,OK: 0.42,NOT_ABLE_TO_WATER: 0.05
2026-09-13 12:06:50,32.92,100.0,744.2,81.93,26.9,42.24,117961.2,48816.0,182.52,20.82,3.8,WATER: 0.64,OK: 0.27,NOT_ABLE_TO_WATER: 0.06
2026-09-13 12:29:01,32.92,100.0,744.2,81.69,27.31,42.88,139273.8,60042.0,207.0,20.86,4.32,OK: 0.78,WATER: 0.15,LOW_TEMP_ALERT: 0.02
2026-09-13 12:44:28,32.92,100.0,744.2,80.85,27.73,44.58,157285.8,62889.0,215.12,20.87,4.49,OK: 0.71,WATER: 0.21,NOT_ABLE_TO_WATER: 0.03
2026-09-13 12:45:50,32.92,100.0,744.2,80.7,27.79,44.95,157285.8,62989.0,218.4,20.88,4.56,ANOMALY_DETECTED: 0.92,OK: 0.05,WATER: 0.01
2026-09-13 12:51:50,32.92,100.0,744.2,80.97,28.14,42.44,157285.8,63033.0,232.0,20.88,4.84,ANOMALY_DETECTED: 0.92,OK: 0.05,WATER: 0.02
2026-09-13 13:24:48,32.92,100.0,744.2,94.2,28.46,39.4,157285.8,68490.0,252.12,20.88,5.27,OK: 0.86,ANOMALY_DETECTED: 0.09,WATER: 0.02
2026-09-13 13:44:54,32.92,100.0,744.2,94.64,28.72,39.65,157285.8,74289.0,258.4,20.89,5.4,ANOMALY_DETECTED: 0.95,OK: 0.03,NIGHT_OK: 0.01
2026-09-13 14:05:11,32.92,100.0,744.2,94.56,28.81,39.05,157285.8,77727.0,266.92,20.9,5.58,ANOMALY_DETECTED: 0.95,OK: 0.03,NIGHT_OK: 0.01
2026-09-13 14:25:18,32.92,100.0,744.2,95.66,29.09,41.32,157285.8,81095.0,271.12,20.91,5.67,ANOMALY_DETECTED: 0.95,OK: 0.03,NIGHT_OK: 0.01
2026-09-13 14:45:35,32.92,100.0,744.2,96.62,29.5,40.62,157285.8,87844.0,263.92,20.92,5.52,ANOMALY_DETECTED: 0.95,OK: 0.03,NIGHT_OK: 0.01
2026-09-13 15:05:42,32.92,100.0,744.2,98.25,29.6,40.72,157285.8,91036.0,265.4,20.92,5.55,ANOMALY_DETECTED: 0.95,OK: 0.03,NIGHT_OK: 0.01
2026-09-13 15:25:50,32.92,100.0,744.2,94.93,30.81,39.39,157285.8,88701.0,260.52,20.93,5.45,ANOMALY_DETECTED: 0.95,OK: 0.03,NIGHT_OK: 0.01
2026-09-13 15:45:57,32.92,100.0,744.2,94.87,32.15,36.58,157285.8,92114.0,273.2,20.94,5.72,ANOMALY_DETECTED: 0.95,OK: 0.04,NIGHT_OK: 0.01
2026-09-13 16:06:10,32.92,100.0,744.2,95.44,32.28,35.7,157285.8,88962.0,268.12,20.95,5.62,ANOMALY_DETECTED: 0.89,OK: 0.10,NIGHT_OK: 0.01
2026-09-13 16:26:18,32.92,100.0,744.2,94.44,32.04,36.22,157285.8,91088.0,272.8,20.97,5.72,OK: 0.90,ANOMALY_DETECTED: 0.04,WATER: 0.03
2026-09-13 16:40:29,32.92,100.0,744.2,94.46,31.98,37.42,157285.8,84362.0,275.52,20.98,5.78,OK: 0.94,WATER: 0.02,LOW_TEMP_ALERT: 0.01
